row_id,sentiment_text,ground_truth,final_text_original,bing_liu_sentiment,bing_liu_sentiment_score,bing_liu_sentiment_confidence,swn_sentiment
119,"RE: https://journa.host/@ScottLucas/116188138466644158Panel discussion alongside Gen. Sudhakar Jee and Prof. Swaran SinghHighlighting #Trump Admin rejection of mediation by #Qatar, seeking a return to US- #Iran talks, but questioning if it has a ""Plan B"" for ""regime capitulation""#IranWar #Israel",neutral,"re: discussion alongside gen. sudhakar jee and prof. swaran singhhighlighting #trump admin rejection of mediation by #qatar, seeking a return to us- #iran talks, but questioning if it has a ""plan b"" for ""regime capitulation""#iranwar #israel",neutral,0.0,1.0,Neutral
120,EA on International Media: US and #Israel Expand Their Wars in #Iran and #Lebanon — But How They Will End Them?#IranWar #Trump #SaudiArabia #UAE #Bahrain #Kuwait #Oman #Lebanon https://eaworldview.com/2026/03/us-and-israel-wars-iran-and-lebanon-but-how-they-will-end-them/,neutral,ea on international media: us and #israel expand their wars in #iran and #lebanon — but how they will end them?#iranwar #trump #saudiarabia #uae #bahrain #kuwait #oman #lebanon,positive,1.0,1.0,Neutral
121,"RE: https://journa.host/@ScottLucas/11618808654461801650-min analysis* #Trump threatens next war in #Cuba during current #IranWar*White House social media's insults, trolling, and lies* #Formula1 's challenge w spring races in Gulf* UK Govt bashes #AsylumSeekers again* #BBC 's funding issues in era of streaming and VPNs",negative,"re: analysis* #trump threatens next war in #cuba during current #iranwar*white house social media's insults, trolling, and lies* #formula1 's challenge w spring races in gulf* uk govt bashes #asylumseekers again* #bbc 's funding issues in era of streaming and vpns",negative,-0.5,0.5,Neutral
122,EA on Times Radio: Week in Review --- #Trump Threats from #Cuba to #Iran to US; F1's Gulf Dilemma; UK's Latest Anti-Asylum Blast; Future of #BBC (Scott Lucas with Olly Mann)#Formula1 #Israel #IranWar #AsylumSeekershttps://eaworldview.com/2026/03/trump-threats-from-cuba-to-iran-to-the-us-f1s-gulf-dilemma-uks-latest-anti-asylum-blast-future-of-the-bbc/,neutral,ea on times radio: week in review --- #trump threats from #cuba to #iran to us; f1's gulf dilemma; uk's latest anti-asylum blast; future of #bbc (scott lucas with olly mann)#formula1 #israel #iranwar #asylumseekers,negative,-0.3333333333333333,0.3333333333333333,Neutral
123,Brighty @Brighti on #Trump #MarcoRubio #KeirStarmer #IranWar @TheSun – political cartoon gallery in London original-political-cartoon.com,neutral,brighty @brighti on #trump #marcorubio #keirstarmer #iranwar @thesun – political cartoon gallery in london original-political-cartoon.com,positive,1.0,1.0,Neutral
124,Donald Trump’s decision not to refill the Strategic Petroleum Reserve drained by his predecessor Joe Biden has left consumers exposed to an oil price shock following US and Israeli attacks on Iran. 😆https://www.ft.com/content/d546fd5b-4a0c-4b90-8bee-9e85b75458ed#usa #iran #iranwar #news,negative,donald trump’s decision not to refill the strategic petroleum reserve drained by his predecessor joe biden has left consumers exposed to an oil price shock following us and israeli attacks on iran. :grinning_squinting_face: #iran #iranwar #news,negative,-0.5,0.5,Neutral
125,#iranwar #IsraelTerroristState #antiZionist,neutral,#iranwar #israelterroriststate #antizionist,neutral,0.0,0.0,Neutral
126,"You, @habitsofwaste.bsky.social, wrote: &quot;The president himself said we are at war.&quot;Yes, but in Donald Trump&#39;s defense, he is known to lie very often. Not this time, but very often. #IranWar",negative,"you, @habitsofwaste.bsky.social, wrote: &quot;the president himself said we are at war.&quot;yes, but in donald trump&#39;s defense, he is known to lie very often. not this time, but very often. #iranwar",neutral,0.0,1.0,Neutral
127,What was that you said????...Oh...You must listen to #newsnation#maga #mawa #ICE #Epstein #Democracy #tariffs #Racist #incompetence #IRAN #iranwar,neutral,what was that you said????...oh...you must listen to #newsnation#maga #mawa #ice #epstein #democracy #tariffs #racist #incompetence #iran #iranwar,negative,-1.0,1.0,Neutral
128,"Nicholas Kristof wrote about the #IranWar: &quot;Pres. Trump and Prime Minister Benjamin Netanyahu of Israel, the architects of this war, both seem afflicted by the arrogance of power&quot;: https://www.nytimes.com/2026/03/07/opinion/iran-war-trump.html &quot;A president’s first task is to make us safer. Instead, it seems to me that Trump has catapulted us into an unnecessary conflict, consuming American and Iranian lives alike, costing billions of dollars and damaging the economy — all while propelling us into peril.&quot; #politics #UnnecessaryWar",negative,"nicholas kristof wrote about the #iranwar: &quot;pres. trump and prime minister benjamin netanyahu of israel, the architects of this war, both seem afflicted by the arrogance of power&quot;: &quot;a president’s first task is to make us safer. instead, it seems to me that trump has catapulted us into an unnecessary conflict, consuming american and iranian lives alike, costing billions of dollars and damaging the economy — all while propelling us into peril.&quot; #politics #unnecessarywar",negative,-0.4285714285714285,0.4285714285714285,Neutral
129,Data Centres Become Targets as Digital Infrastructure Enters Middle East Conflict#AWS #DataCentres #MiddleEast #IranWar #AusNewshttps://thedailyperspective.org/article/2026-03-07-data-centres-become-targets-as-digital-infrastructure-enters-middle-east-conflic-e4704193,neutral,data centres become targets as digital infrastructure enters middle east conflict#aws #datacentres #middleeast #iranwar #ausnews,negative,-1.0,1.0,Neutral
130,"🇺🇦 Ukrainian manufacturers of cheap interceptor drones designed to knock out enemy unmanned aerial vehicles say they have the capacity to export in large volumes, amid enquiries from the United ​States and Middle East prompted by the #Iran war.https://www.reuters.com/business/aerospace-defense/ukraines-interceptor-drone-makers-look-exports-gulf-iran-war-flares-2026-03-07/#ukraine #iranWar",neutral,":ukraine: ukrainian manufacturers of cheap interceptor drones designed to knock out enemy unmanned aerial vehicles say they have the capacity to export in large volumes, amid enquiries from the united ​states and middle east prompted by the #iran war. #iranwar",negative,-1.0,1.0,Neutral
131,Israel fires &#39;broad-scale&#39; strikes on Tehran as war hits second weekIsrael announced a new wave of &quot;broad-scale&quot; strikes on Tehran on Saturday as the escalating war in the Middle East entered its second week and oil prices surged on fears about global supply disruption.https://www.rfi.fr/en/international/20260307-israel-fires-broad-scale-strikes-on-tehran-as-war-hits-2nd-week#IsraelNews #News #Tehran #IranNews #IranWar #Israel #Iran,negative,israel fires &#39;broad-scale&#39; strikes on tehran as war hits second weekisrael announced a new wave of &quot;broad-scale&quot; strikes on tehran on saturday as the escalating war in the middle east entered its second week and oil prices surged on fears about global supply disruption. #news #tehran #irannews #iranwar #israel #iran,negative,-1.0,1.0,Neutral
132,"Interview: &quot;Iran’s military prowess &amp; America’s &amp; Israel’s impulsive imperial hubris, are on display.&quot;Detailed analysis of:* Why the US went to war;* Iran&#39;s miltary strategy;* US &amp; Israeli goals &amp; flawed assumptions* effect of the war on global resource flow&quot;A huge amount of global oil &amp; gas passes through the Strait of Hormuz, particularly for Europe. It&#39;s already starting to affect the oil price.&quot;~Alastair Crookehttps://www.youtube.com/watch?v=YL8rXeNkXsQ #USPol #eupol #IranWar #USImperialism .",neutral,"interview: &quot;iran’s military prowess &amp; america’s &amp; israel’s impulsive imperial hubris, are on display.&quot;detailed analysis of:* why the us went to war;* iran&#39;s miltary strategy;* us &amp; israeli goals &amp; flawed assumptions* effect of the war on global resource flow&quot;a huge amount of global oil &amp; gas passes through the strait of hormuz, particularly for europe. it&#39;s already starting to affect the oil price.&quot;~alastair crooke #uspol #eupol #iranwar #usimperialism .",negative,-0.5,0.5,Neutral
133,"I do hope Kevin is being sarcastic. Otherwise, he’s simply another MAGA dipshit. #IranWar",negative,"i do hope kevin is being sarcastic. otherwise, he’s simply another maga dipshit. #iranwar",negative,-1.0,1.0,Neutral
134,"RE: https://journa.host/@ScottLucas/116186718091385958#Israel Defense Forces repeat warning to all civilians in southern #Lebanon to evacuateIDF, which has also demanded the evacuation of southern suburbs of #Beirut, estimates that 420,000+ Lebanese civilians have fled their homes#IranWar",neutral,"re: defense forces repeat warning to all civilians in southern #lebanon to evacuateidf, which has also demanded the evacuation of southern suburbs of #beirut, estimates that 420,000+ lebanese civilians have fled their homes#iranwar",negative,-1.0,1.0,Neutral
135,This is going to be awkward. I#USpol #IranWar “Can't wait for the latest update on the new ballroom. Hope we hear about the drape selection.” - Jim Wright,neutral,this is going to be awkward. i#uspol #iranwar “can't wait for the latest update on the new ballroom. hope we hear about the drape selection.” - jim wright,negative,-1.0,1.0,Neutral
136,The Latest: Israel hammers Beirut and Tehran as Iran fires missiles at Israel and the GulfIran’s president rejected a demand by the United States for an unconditional surrender on Saturday and apologized for…#NewsBeep #News #BreakingNews #130850695 #Article #breakingnews #Generalnews #iranwar #Israel #Warandunrest #Worldnewshttps://www.newsbeep.com/422728/,negative,the latest: israel hammers beirut and tehran as iran fires missiles at israel and the gulfiran’s president rejected a demand by the united states for an unconditional surrender on saturday and apologized for…#newsbeep #news #breakingnews #130850695 #article #breakingnews #generalnews #iranwar #israel #warandunrest #worldnews,negative,-0.3333333333333333,0.3333333333333333,Neutral
137,"RE: https://journa.host/@ScottLucas/116186718091385958#Israel Defense Forces: Our special forces carried out raid in southern #Lebanon to locate remains of Lt. Col. Ron Arad, whose plane went down during bombing mission in 1986Witnesses say 26 Lebanese killed when Israelis l anded 4 helicopters in town of Nabi Chit in eastern Bekaa valley#IranWar",neutral,"re: defense forces: our special forces carried out raid in southern #lebanon to locate remains of lt. col. ron arad, whose plane went down during bombing mission in 1986witnesses say 26 lebanese killed when israelis l anded 4 helicopters in town of nabi chit in eastern bekaa valley#iranwar",negative,-1.0,1.0,Neutral
138,"A US-sanctioned tanker blacklisted for handling Iranian liquefied petroleum gas crossed the Strait of Hormuz on Friday, one of only a handful of vessels to make it through the waterway in recent days.https://finance.yahoo.com/news/us-sanctioned-gas-tanker-sails-102954007.html#iran #iranwar #news #hormuz",neutral,"a us-sanctioned tanker blacklisted for handling iranian liquefied petroleum gas crossed the strait of hormuz on friday, one of only a handful of vessels to make it through the waterway in recent days. #iranwar #news #hormuz",neutral,0.0,0.0,Neutral
139,"RE: https://journa.host/@ScottLucas/116186718091385958Energy Minister of #Qatar, which is seeking an end to #IranWar: Conflict could “bring down economies of world” with Gulf energy exporters shutting down production and the price of oil rising to $150 a barrelEven if war ends, will take Qatar “weeks to months” to return to normal cycle of deliveries",neutral,"re: minister of #qatar, which is seeking an end to #iranwar: conflict could “bring down economies of world” with gulf energy exporters shutting down production and the price of oil rising to $150 a barreleven if war ends, will take qatar “weeks to months” to return to normal cycle of deliveries",negative,-1.0,1.0,Neutral
140,"The Iran conflict could pose additional challenges for some emerging-market sovereigns through channels such as energy imports, remittances, fiscal subsidies, exchange rates, and access to international finance...https://dmarketforces.com/iran-conflict-raises-new-credit-risks-for-emerging-market-sovereigns/#IranWar #EmergingMarket",neutral,"the iran conflict could pose additional challenges for some emerging-market sovereigns through channels such as energy imports, remittances, fiscal subsidies, exchange rates, and access to international finance... #emergingmarket",negative,-1.0,1.0,Neutral
141,The Illusion of Maritime Transparency  https://peer.adalta.social/w/kmZCpNjCD14MuavyshpqR3,neutral,the illusion of maritime transparency,negative,-1.0,1.0,Neutral
142,US automakers can still change their minds about EVs...https://cleantechnica.com/2026/03/06/us-battery-makers-gave-up-waaaaay-too-soon-on-ev-sales-but-they-have-a-backup-plan/#evs #electricvehicles #iranwar #iran #war #gasoline #fuel #energy #gasprice #priceofgas #painatthepump #ford #gm #federalreserve #banks #banking #us #energypolicy #evsales #usedevs #sustainable #sustainability,neutral,us automakers can still change their minds about evs... #electricvehicles #iranwar #iran #war #gasoline #fuel #energy #gasprice #priceofgas #painatthepump #ford #gm #federalreserve #banks #banking #us #energypolicy #evsales #usedevs #sustainable #sustainability,positive,1.0,1.0,Positive
143,US automakers can still change their minds about EVs...https://cleantechnica.com/2026/03/06/us-battery-makers-gave-up-waaaaay-too-soon-on-ev-sales-but-they-have-a-backup-plan/#evs #electricvehicles #iranwar #iran #war #gasoline #fuel #energy #gasprice #priceofgas #painatthepump #ford #gm #federalreserve #banks #banking #us #energypolicy #evsales #usedevs #sustainable #sustainability,neutral,us automakers can still change their minds about evs... #electricvehicles #iranwar #iran #war #gasoline #fuel #energy #gasprice #priceofgas #painatthepump #ford #gm #federalreserve #banks #banking #us #energypolicy #evsales #usedevs #sustainable #sustainability,positive,1.0,1.0,Positive
144,The data never lies!(Narrator: the data lies)https://www.marinetraffic.com/en/ais/home/centerx:53.812/centery:24.694/zoom:16#ais #spoofing #jamming #IranWar,neutral,the data never lies!(narrator: the data lies) #spoofing #jamming #iranwar,positive,0.3333333333333333,0.3333333333333333,Neutral
145,"Hmm, I hope this flight path was a spoof, not the real thing. (UAE5V, if it was a real flight, at -250ft barometric altitude before signal loss at the edge of Iran airspace). I guess I'll go look up the overnight news. (Looks like missing data and this plane landed at DXB, after some crazy crazy descent pattern)https://globe.adsb.fi/?icao=8960f7,8964b1#UAE5V #aviation  #IranWar",neutral,"hmm, i hope this flight path was a spoof, not the real thing. (uae5v, if it was a real flight, at -250ft barometric altitude before signal loss at the edge of iran airspace). i guess i'll go look up the overnight news. (looks like missing data and this plane landed at dxb, after some crazy crazy descent pattern) #aviation #iranwar",negative,-0.5,0.5,Neutral
146,Must be Saturday. Such cheerful news.https://nymag.com/intelligencer/article/the-future-of-war-is-drones-bombing-data-centers.html#iranwar #ai #datacenter  #claude #aws,positive,must be saturday. such cheerful news. #ai #datacenter #claude #aws,positive,1.0,1.0,Positive
147,"At 1110z Sat Mar 7, weird... I can't find ANY Iranian Bubble Jammers on #shortwave 😮  15750.3 17900 Iran International and 17840 Radio Farda are all unjammed!  9365 Farda is barely audible but I don't see any more carriers there either  No sig on 5860 in daytime  Game over? #Iran #IranWar #WARINIRAN",neutral,"at 1110z sat mar 7, weird... i can't find any iranian bubble jammers on #shortwave :face_with_open_mouth: 15750.3 17900 iran international and 17840 radio farda are all unjammed! 9365 farda is barely audible but i don't see any more carriers there either no sig on 5860 in daytime game over? #iran #iranwar #wariniran",negative,-1.0,1.0,Neutral
148,"Iran&#39;s president apologizes to neighbors, defies US demandsIran&#39;s president apologized for attacks on regional countries but kept up criticism of America. His comments come as Iranian missiles and drones continue to fly toward Israel and Gulf Arab states. DW has the latest.https://www.dw.com/en/iran-s-president-apologizes-to-neighbors-defies-us-demands/live-76256213?maca=en-rss-en-all-1573-rdf#Khomeini #IranWar #News #IranNews #Iran #USANews #USA",neutral,"iran&#39;s president apologizes to neighbors, defies us demandsiran&#39;s president apologized for attacks on regional countries but kept up criticism of america. his comments come as iranian missiles and drones continue to fly toward israel and gulf arab states. dw has the latest. #iranwar #news #irannews #iran #usanews #usa",negative,-1.0,1.0,Neutral
149,"Interview: &quot;America’s War for Greater Israel&quot;Mouin Rabbani unpacks:* the explosive new documents exposing Israel’s systematic ethnic cleansing in 1948;* Trump&#39;s torpedoing of diplomacy at the very moment negotiations were gaining traction;* whether Tehran’s bombing of Gulf states is a strategic miscalculation;* how Israel&#39;s unending quest for security has fuelled decades of expansion, war &amp; regional upheaval.https://www.middleeastmonitor.com/20260303-americas-war-for-greater-israel-palestine-this-week-with-mouin-rabbani/ #USPol #EUPol #IranWar #USIMperialism .",negative,"interview: &quot;america’s war for greater israel&quot;mouin rabbani unpacks:* the explosive new documents exposing israel’s systematic ethnic cleansing in 1948;* trump&#39;s torpedoing of diplomacy at the very moment negotiations were gaining traction;* whether tehran’s bombing of gulf states is a strategic miscalculation;* how israel&#39;s unending quest for security has fuelled decades of expansion, war &amp; regional upheaval. #uspol #eupol #iranwar #usimperialism .",neutral,0.0,1.0,Neutral
150,"RE: https://journa.host/@ScottLucas/11618749366824414230-min analysis#Ukraine gains in #Zaporizhzhia after #Russia loses #StarlinkPositive changes in #Zelensky Govt, e.g. #Fedorov and #Budanov, to deal w invasion and w corruptionEffect on #UkraineWar of US- #Israel war on #Iran#IranWar",neutral,"re: analysis#ukraine gains in #zaporizhzhia after #russia loses #starlinkpositive changes in #zelensky govt, e.g. #fedorov and #budanov, to deal w invasion and w corruptioneffect on #ukrainewar of us- #israel war on #iran#iranwar",neutral,0.0,1.0,Neutral
151,"I'm Rania from Gaza 🇵🇸A mother of four children. My husband and daughter are injured, and we have no income.We are living in very hard conditions, and this link is our only hope.Please donate or share. Your kindness can help us survive. 🙏💔https://gofund.me/d0cc0587#Gaza #palestine #genocide #Israel #freepalestine #save_gaza_children #SupportGaza #Humanity #Muslim #Ramadan #StopTheGenocide #fediAid #iran #Gaza #Israel #IranWar #Iran",negative,"i'm rania from gaza :palestinian_territories:a mother of four children. my husband and daughter are injured, and we have no income.we are living in very hard conditions, and this link is our only hope.please donate or share. your kindness can help us survive. :folded_hands::broken_heart: #palestine #genocide #israel #freepalestine #save_gaza_children #supportgaza #humanity #muslim #ramadan #stopthegenocide #fediaid #iran #gaza #israel #iranwar #iran",negative,-0.5555555555555556,0.5555555555555556,Neutral
152,Donald Trump hammers Iran with ‘biggest’ bombing yet demanding ‘unconditional surrender’  https://fed.brid.gy/r/https://metro.co.uk/2026/03/07/donald-trump-hammers-iran-biggest-bombing-yet-demanding-unconditional-surrender-27277608/,negative,donald trump hammers iran with ‘biggest’ bombing yet demanding ‘unconditional surrender’,positive,0.3333333333333333,0.3333333333333333,Negative
153,Iran vows no surrender as strikes hit Tehran airportFollow live updates as Iran&#39;s President Masoud Pezeshkian said his country will not surrender to Israel and the United States as the war enters its second week.https://www.rte.ie/news/2026/0307/1562112-middle-east-updates/#IranNews #Iran #News #Tehran #IranWar,negative,iran vows no surrender as strikes hit tehran airportfollow live updates as iran&#39;s president masoud pezeshkian said his country will not surrender to israel and the united states as the war enters its second week. #iran #news #tehran #iranwar,positive,1.0,1.0,Neutral
154,"We asked ChatGPT, Gemini and Claude: how likely is global war from the Iran conflict?Full breakdown 👇 https://theurb.co/iran-conflict-escalation#IranConflict #StraitOfHormuz #MiddleEastWar #Geopolitics #WorldNews #BreakingNews #News #War #USA #Israel #Iran #IranWar",neutral,"we asked chatgpt, gemini and claude: how likely is global war from the iran conflict?full breakdown :backhand_index_pointing_down: #straitofhormuz #middleeastwar #geopolitics #worldnews #breakingnews #news #war #usa #israel #iran #iranwar",negative,-1.0,1.0,Neutral
155,RE: https://journa.host/@ScottLucas/116186718091385958Toll rises to 26+ killed in #Israel airstrikes on Nabi Chit in the Bekaa Valley in eastern #Lebanon#IranWar,negative,re: rises to 26+ killed in #israel airstrikes on nabi chit in the bekaa valley in eastern #lebanon#iranwar,negative,-1.0,1.0,Neutral
156,Trump wants the Iranians to rise up and take back their country while bombing and killing them.Regime change or extermination?#Trump #iranwar https://www.theguardian.com/world/2026/mar/06/tehran-bombing-iran-night-of-terror?CMP=Share_AndroidApp_Other,negative,trump wants the iranians to rise up and take back their country while bombing and killing them.regime change or extermination?#trump #iranwar,neutral,0.0,1.0,Neutral
157,"US to send anti-drone system to Mideast after successful use in Ukraine, officials sayAn American anti-drone system proven to work against Russian dron…#NewsBeep #News #Headlines #circulated-air-force-times #circulated-army-times #circulated-defense-news #circulated-marine-corps-times #circulated-military-times #circulated-navy-times #counter-drone #dn-dnr #Drones #hegseth #iranwar #Israel #MiddleEast #military-times #Pentagon #Trump #Ukraine #World #zelenskyyhttps://www.newsbeep.com/422568/",neutral,"us to send anti-drone system to mideast after successful use in ukraine, officials sayan american anti-drone system proven to work against russian dron…#newsbeep #news #headlines #circulated-air-force-times #circulated-army-times #circulated-defense-news #circulated-marine-corps-times #circulated-military-times #circulated-navy-times #counter-drone #dn-dnr #drones #hegseth #iranwar #israel #middleeast #military-times #pentagon #trump #ukraine #world #zelenskyy",positive,0.6,0.6,Positive
158,"Iran war enters second week, Trump demands ‘unconditional surrender’War in Iran entered its second week amid renewed uncertainty about how or when hostilities will endhttps://www.sabcnews.com/sabcnews/iran-war-enters-second-week-as-trump-demands-unconditional-surrender/#IranNews #Trump #News #Iran #USA #IranWar #USANews",negative,"iran war enters second week, trump demands ‘unconditional surrender’war in iran entered its second week amid renewed uncertainty about how or when hostilities will end #trump #news #iran #usa #iranwar #usanews",positive,0.3333333333333333,0.3333333333333333,Neutral
159,Color me diagnosed...#TDSTrump dérangement syndrome https://youtube.com/shorts/PxLNDa8AoZ8?si=6Vg-RADCWUlzKkSB#ICE #Epstein #Democracy #tariffs #Racist #incompetence #IRAN #iranwar,neutral,color me diagnosed...#tdstrump dérangement syndrome #epstein #democracy #tariffs #racist #incompetence #iran #iranwar,negative,-1.0,1.0,Neutral
160,"I love how posts on Iran on Chinese social media are either straight up facts or posts that remind us of the humanity on the ground. I have not seen any fear mongering or gloating like you see on English social media. There is, to my surprise, Israeli propaganda straight from the Israeli embassy in China. But the people in the comments are literally telling them to scram and bugger off.On the whole it's been easier to get the news and updates about the conflict on  Weibo. (It's feed is clean with a list of updates, and I don't have to wade through racist, bigoted, hate-filled awfulness to get any updates.) Xiaohongshu is not as political, and it's filled with beautiful videos about Chinese people who had visited Iran. All the posts and the comments have a common theme, ""We wish for a peaceful Iran and for no more wars"".Why is English social media so violent, racist and bigoted? I don't know.A part of me believes that it's due to strict moderation on Chinese social media. They are not nirvana, mind you, but people are not allowed to incite violence or hatred there.Also, by nature, I feel that Chinese people prefer harmony over conflict, so they are naturally averse to wars.*Ps I can believe the US bombed a playground. Do they hate children that much?Ps: Post was translated to English by Google Translate.* Just a theory don't @ me!#Iran #iranwar #China #SocialMedia",neutral,"i love how posts on iran on chinese social media are either straight up facts or posts that remind us of the humanity on the ground. i have not seen any fear mongering or gloating like you see on english social media. there is, to my surprise, israeli propaganda straight from the israeli embassy in china. but the people in the comments are literally telling them to scram and bugger off.on the whole it's been easier to get the news and updates about the conflict on weibo. (it's feed is clean with a list of updates, and i don't have to wade through racist, bigoted, hate-filled awfulness to get any updates.) xiaohongshu is not as political, and it's filled with beautiful videos about chinese people who had visited iran. all the posts and the comments have a common theme, ""we wish for a peaceful iran and for no more wars"".why is english social media so violent, racist and bigoted? i don't know.a part of me believes that it's due to strict moderation on chinese social media. they are not nirvana, mind you, but people are not allowed to incite violence or hatred there.also, by nature, i feel that chinese people prefer harmony over conflict, so they are naturally averse to wars.*ps i can believe the us bombed a playground. do they hate children that much?ps: post was translated to english by google translate.* just a theory don't @ me!#iran #iranwar #china #socialmedia",neutral,-0.0204081632653061,0.979591836734694,Neutral
161,"Trump has privately shown serious interest in U.S. ground troops in Iran&gt; The president’s private comments have not focused on a large-scale ground invasion of Iran, but rather on the idea of a small contingent of U.S. troops that would be used for specific strategic purposes, sources say. https://www.nbcnews.com/politics/white-house/trump-privately-shown-serious-interest-us-ground-troops-iran-rcna262176 #Iran #IranWar #DonaldTrump",neutral,"trump has privately shown serious interest in u.s. ground troops in iran&gt; the president’s private comments have not focused on a large-scale ground invasion of iran, but rather on the idea of a small contingent of u.s. troops that would be used for specific strategic purposes, sources say. #iran #iranwar #donaldtrump",positive,1.0,1.0,Neutral
162,The failure of the US in the Iran War has parallels to the failure of the US in the Vietnam War.https://www.theguardian.com/commentisfree/2025/may/01/us-vietnam-war-media#antiwar#iranwar#vietnamwar#freepalestine#freeiran#fuckus#fuckisrael,negative,the failure of the us in the iran war has parallels to the failure of the us in the vietnam war.,negative,-1.0,1.0,Negative
163,"Michal Kubal 🇨🇿 𝕏🔁 @MahmoudianArman:#Iran’s president #Pezeshkian just issued a video message. These were his main points:1.He rejected unconditional surrender to the United States.2.He apologized to neighboring countries targeted by Iranian attacks.3.He said some attacks were carried out independently by regional commanders after the removal of senior leadership.4.He stated that since yesterday (likely Friday), a temporary leadership council has ordered a halt to attacks on neighboring countries, unless their territory is used to attack Iran.5.He warned regional groups not to play into the hands of #Israel and the United States by attacking Iran, likely referring to Kurdish armed groups. #IranWar",neutral,"michal kubal :czechia: 𝕏:repeat_button: @mahmoudianarman:#iran’s president #pezeshkian just issued a video message. these were his main points:1.he rejected unconditional surrender to the united states.2.he apologized to neighboring countries targeted by iranian attacks.3.he said some attacks were carried out independently by regional commanders after the removal of senior leadership.4.he stated that since yesterday (likely friday), a temporary leadership council has ordered a halt to attacks on neighboring countries, unless their territory is used to attack iran.5.he warned regional groups not to play into the hands of #israel and the united states by attacking iran, likely referring to kurdish armed groups. #iranwar",negative,-0.75,0.75,Neutral
164,"@ojala But #Trump says he doesn’t care whether or not #Iran’s leader is democratically elected, in fact he’d be happy with a democratically elected leader. That’s why he wants to select the leader. He’s thought through it all very carefully.🤣🤣🤣 #IranWar",neutral,"@ojala but #trump says he doesn’t care whether or not #iran’s leader is democratically elected, in fact he’d be happy with a democratically elected leader. that’s why he wants to select the leader. he’s thought through it all very carefully.:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: #iranwar",positive,1.0,1.0,Neutral
165,"@wdlindsy RE#IranWar lack of planning will affect... the economyMaybe having a meeting ( Mar 1) with the top leaders in the same room shows they had no fear of being a martyr,  a strategy to hurt the people who voted MAGA in Nov. 2024#Iran knew Trump would break off negotiations. The two main US negotiators were amateurs. A real estate billionaire (Trump&#39;s NYC friend) and Trump&#39;s son-in-law.",neutral,"@wdlindsy re#iranwar lack of planning will affect... the economymaybe having a meeting ( mar 1) with the top leaders in the same room shows they had no fear of being a martyr, a strategy to hurt the people who voted maga in nov. 2024#iran knew trump would break off negotiations. the two main us negotiators were amateurs. a real estate billionaire (trump&#39;s nyc friend) and trump&#39;s son-in-law.",positive,0.2,0.2,Neutral
166,Iran&#39;s Apology to Gulf States Masks Hard Line on Surrender#IranWar #MiddleEast #Dubai #Geopolitics #AusNewshttps://thedailyperspective.org/article/2026-03-07-irans-apology-to-gulf-states-masks-hard-line-on-surrender-7b0c2356,negative,iran&#39;s apology to gulf states masks hard line on surrender#iranwar #middleeast #dubai #geopolitics #ausnews,negative,-1.0,1.0,Negative
167,"RE: https://journa.host/@ScottLucas/116186718091385958Videos: #Trump Admin dismisses reports that #R ussia providing #Iran w intell to target US military personnelPress Secretary Leavitt: ""Whether or not this happened, frankly, it does not really matter#Trump: ""What a stupid question to be asking at this time""#IranWar #Israel #TrumpRussia",negative,"re: #trump admin dismisses reports that #r ussia providing #iran w intell to target us military personnelpress secretary leavitt: ""whether or not this happened, frankly, it does not really matter#trump: ""what a stupid question to be asking at this time""#iranwar #israel #trumprussia",negative,-0.5,0.5,Neutral
168,"Visual misinformation about Iran war fueled by state actorsAs attacks spread after the bombing of Iran by U.S. and Israeli forces, a video circulated widely of…#NewsBeep #News #Headlines #APTopNews #ArtificialIntelligence #Censorship #Generalnews #Iran #Irangovernment #iranwar #MelanieSmith #Misinformation #NikitaBierX #Technology #ToddHelmus #Warandunrest #Washingtonnews #World #Worldnewshttps://www.newsbeep.com/422510/",negative,"visual misinformation about iran war fueled by state actorsas attacks spread after the bombing of iran by u.s. and israeli forces, a video circulated widely of…#newsbeep #news #headlines #aptopnews #artificialintelligence #censorship #generalnews #iran #irangovernment #iranwar #melaniesmith #misinformation #nikitabierx #technology #toddhelmus #warandunrest #washingtonnews #world #worldnews",negative,-1.0,1.0,Neutral
169,"Analysis: &quot;Israel planned this war on Iran for 40 years.&quot;&quot;This combined effort allows us to do what I have hoped to achieve for 40 years: to crush the regime of terror completely. That&#39;s my promise &amp; this is what is going to happen&quot; ~Netanyahu&quot;For 40 years, each year has been proclaimed the very last opportunity to stop the &quot;mad mullahs&quot; from obtaining a bomb – a bomb that never materialised.&quot;~Jonathan Cookhttps://www.middleeasteye.net/opinion/israel-planned-war-iran-40-years-everything-else-smoke-screen #USPol #EUPol #IranWar #USIsraeliCrimes .",negative,"analysis: &quot;israel planned this war on iran for 40 years.&quot;&quot;this combined effort allows us to do what i have hoped to achieve for 40 years: to crush the regime of terror completely. that&#39;s my promise &amp; this is what is going to happen&quot; ~netanyahu&quot;for 40 years, each year has been proclaimed the very last opportunity to stop the &quot;mad mullahs&quot; from obtaining a bomb – a bomb that never materialised.&quot;~jonathan cook #uspol #eupol #iranwar #usisraelicrimes .",negative,-0.6666666666666666,0.6666666666666666,Neutral
170,Let’s hope for that 🙏#dubai #iran #IranWar,neutral,let’s hope for that :folded_hands:#dubai #iran #iranwar,neutral,0.0,0.0,Neutral
